0,5237970249571225277,"[{'sentiment': 2, 'abstract': '论文的结构合理<span></span>', 'prop': '结构', 'begin_pos': 14, 'end_pos': 14, 'adj': '合理'}, {'sentiment': 2, 'abstract': '论证<span>逻辑性较强</span>', 'prop': '逻辑性', 'begin_pos': 4, 'end_pos': 14, 'adj': '强'}, {'sentiment': 2, 'abstract': '论文结构合理<span></span>', 'prop': '结构', 'begin_pos': 12, 'end_pos': 12, 'adj': '合理'}]"
0,6418693603365920381,"[{'sentiment': 2, 'abstract': '论文的结构合理<span></span>', 'prop': '结构', 'begin_pos': 14, 'end_pos': 14, 'adj': '合理'}, {'sentiment': 2, 'abstract': '论证<span>逻辑性强</span>', 'prop': '逻辑性', 'begin_pos': 4, 'end_pos': 12, 'adj': '强'}, {'sentiment': 2, 'abstract': '结构合理<span></span>', 'prop': '结构', 'begin_pos': 8, 'end_pos': 8, 'adj': '合理'}]"
0,8845643339833696861,"[{'sentiment': 0, 'abstract': '创新新差<span></span>', 'prop': '确实', 'begin_pos': 8, 'end_pos': 8, 'adj': '差'}]"
0,6021975229317277789,[]
0,1386274748361801629,"[{'sentiment': 0, 'abstract': '研究现状不足部分内容牵强<span></span>', 'prop': '内容', 'begin_pos': 24, 'end_pos': 24, 'adj': '牵强'}]"
0,4099013628292676669,"[{'sentiment': 0, 'abstract': '<span>逻辑性不强</span>摘要观点错误', 'prop': '逻辑性', 'begin_pos': 0, 'end_pos': 10, 'adj': '不强'}, {'sentiment': 0, 'abstract': '对所研究主题的<span>视野不够开阔</span>', 'prop': '视野', 'begin_pos': 14, 'end_pos': 26, 'adj': '不够开阔'}]"
0,4359596107762272029,[]
0,2,Service temporarily unavailable
0,6466321605555075037,[]
0,2705755752822288765,[]
0,3989232678944397021,"[{'sentiment': 0, 'abstract': '创新新差<span></span>', 'prop': '确实', 'begin_pos': 8, 'end_pos': 8, 'adj': '差'}, {'sentiment': 0, 'abstract': '选材代表性差<span></span>', 'prop': '代表', 'begin_pos': 12, 'end_pos': 12, 'adj': '差'}]"
0,3464534958895359965,[]
0,1987644516600026205,"[{'sentiment': 2, 'abstract': '<span>整体论述有一定的深度</span>', 'prop': '整体不错', 'begin_pos': 0, 'end_pos': 20, 'adj': ''}, {'sentiment': 2, 'abstract': '研究<span>内容比较丰富</span>', 'prop': '内容', 'begin_pos': 4, 'end_pos': 16, 'adj': '丰富'}]"
0,6348449300707055773,[]
0,2286891196283649757,"[{'sentiment': 0, 'abstract': '逻辑有不周延之处资料陈旧<span></span>', 'prop': '资料', 'begin_pos': 24, 'end_pos': 24, 'adj': '陈旧'}]"
0,523706093164772253,"[{'sentiment': 2, 'abstract': '结构合理<span></span>', 'prop': '结构', 'begin_pos': 8, 'end_pos': 8, 'adj': '合理'}, {'sentiment': 2, 'abstract': '结构合理<span></span>', 'prop': '结构', 'begin_pos': 8, 'end_pos': 8, 'adj': '合理'}]"
0,3656798904311278461,"[{'sentiment': 2, 'abstract': '语言严谨<span></span>', 'prop': '语言', 'begin_pos': 8, 'end_pos': 8, 'adj': '严谨'}]"
0,2503911243193061949,[]
0,6280642875856842397,[]
0,2566188339639263645,[]
0,6234430231312908669,"[{'sentiment': 2, 'abstract': '语言表达准确合理<span></span>', 'prop': '感觉', 'begin_pos': 16, 'end_pos': 16, 'adj': '合理'}, {'sentiment': 0, 'abstract': '3.个别地方写作不规范<span></span>', 'prop': '位置', 'begin_pos': 20, 'end_pos': 20, 'adj': '位置一般'}]"
0,7768582900237349821,"[{'sentiment': 0, 'abstract': '<span>参考文献未在文中标出具体位置\n2.创新性不够</span>', 'prop': '位置一般', 'begin_pos': 0, 'end_pos': 41, 'adj': ''}]"
0,5747661107060771453,[]
0,6642643465099091069,"[{'sentiment': 0, 'abstract': '1.文章内容中有些地方语言表达<span>逻辑性不强</span>\n', 'prop': '逻辑性', 'begin_pos': 28, 'end_pos': 38, 'adj': '不强'}, {'sentiment': 0, 'abstract': '5.个别地方写作不规范1.创新点不成立<span></span>', 'prop': '位置', 'begin_pos': 34, 'end_pos': 34, 'adj': '位置一般'}]"
0,994688655253916381,"[{'sentiment': 2, 'abstract': '对美的集团进行了分析<span></span>', 'prop': '确实', 'begin_pos': 20, 'end_pos': 20, 'adj': '美'}, {'sentiment': 0, 'abstract': '建议<span>内容太少</span>', 'prop': '内容', 'begin_pos': 4, 'end_pos': 12, 'adj': '少'}]"
0,4030938452447107741,[]
0,6842984818638035197,"[{'sentiment': 0, 'abstract': '\n文章并没有说明“涉农”和一般企业在评价上有何不同<span></span>', 'prop': '感觉', 'begin_pos': 49, 'end_pos': 49, 'adj': '一般'}, {'sentiment': 2, 'abstract': '1.论文研究<span>内容需要丰富</span>', 'prop': '内容', 'begin_pos': 10, 'end_pos': 22, 'adj': '丰富'}]"
0,2792322757695471837,"[{'sentiment': 0, 'abstract': '陈旧文献较多<span></span>', 'prop': '设施', 'begin_pos': 12, 'end_pos': 12, 'adj': '旧'}]"
0,8105629788093060701,[]
0,4671246473724333885,"[{'sentiment': 2, 'abstract': '语言表达准确合理<span></span>', 'prop': '感觉', 'begin_pos': 16, 'end_pos': 16, 'adj': '合理'}, {'sentiment': 0, 'abstract': '2.理论基础与相关问题关系的分析与论述较少<span></span>', 'prop': '种类', 'begin_pos': 40, 'end_pos': 40, 'adj': '不多'}]"
0,8223258843783932893,"[{'sentiment': 2, 'abstract': '语言表达准确合理<span></span>', 'prop': '感觉', 'begin_pos': 16, 'end_pos': 16, 'adj': '合理'}]"
0,8820760343707203357,"[{'sentiment': 0, 'abstract': '<span>1.个别评价指标的设计上需要进一步斟酌</span>', 'prop': '设计一般', 'begin_pos': 0, 'end_pos': 36, 'adj': ''}]"
