0,4743314111371608445,"[{'sentiment': 2, 'abstract': '论文的结构合理<span></span>', 'prop': '结构', 'begin_pos': 14, 'end_pos': 14, 'adj': '合理'}, {'sentiment': 2, 'abstract': '论文结构合理<span></span>', 'prop': '结构', 'begin_pos': 12, 'end_pos': 12, 'adj': '合理'}]"
0,8638098355594538141,"[{'sentiment': 2, 'abstract': '论文的结构合理<span></span>', 'prop': '结构', 'begin_pos': 14, 'end_pos': 14, 'adj': '合理'}, {'sentiment': 2, 'abstract': '结构合理<span></span>', 'prop': '结构', 'begin_pos': 8, 'end_pos': 8, 'adj': '合理'}]"
0,8427489617198726109,[]
0,8365275008724080925,"[{'sentiment': 0, 'abstract': '表达<span>语言不够准确</span>选题偏大', 'prop': '语言', 'begin_pos': 4, 'end_pos': 16, 'adj': '不够准确'}]"
0,8209024651870574141,"[{'sentiment': 0, 'abstract': '研究现状不足部分内容牵强<span></span>', 'prop': '内容', 'begin_pos': 24, 'end_pos': 24, 'adj': '牵强'}]"
0,302763669727986685,"[{'sentiment': 0, 'abstract': '对所研究主题的<span>视野不够开阔</span>', 'prop': '视野', 'begin_pos': 14, 'end_pos': 26, 'adj': '不够开阔'}]"
0,5448522104230947485,[]
0,4043240813158934237,[]
0,4408982269433969597,[]
0,882846686792208157,[]
0,3219824453943942493,[]
0,2644404437798956733,[]
0,8661296421694880925,"[{'sentiment': 2, 'abstract': '<span>整体论述有一定的深度</span>', 'prop': '整体不错', 'begin_pos': 0, 'end_pos': 20, 'adj': ''}, {'sentiment': 2, 'abstract': '研究<span>内容比较丰富</span>', 'prop': '内容', 'begin_pos': 4, 'end_pos': 16, 'adj': '丰富'}]"
0,2258771723213647709,[]
0,5859061635343453245,[]
0,7697603053272639709,"[{'sentiment': 2, 'abstract': '结构合理<span></span>', 'prop': '结构', 'begin_pos': 8, 'end_pos': 8, 'adj': '合理'}, {'sentiment': 2, 'abstract': '论文<span>条理清晰</span>', 'prop': '条理', 'begin_pos': 4, 'end_pos': 12, 'adj': '清晰'}, {'sentiment': 2, 'abstract': '结构合理<span></span>', 'prop': '结构', 'begin_pos': 8, 'end_pos': 8, 'adj': '合理'}]"
0,4187601046527886685,"[{'sentiment': 2, 'abstract': '语言严谨<span></span>', 'prop': '语言', 'begin_pos': 8, 'end_pos': 8, 'adj': '严谨'}]"
0,7450812202159656509,[]
0,5508146831823571677,"[{'sentiment': 0, 'abstract': '论文<span>题目不够准确</span>', 'prop': '题目', 'begin_pos': 4, 'end_pos': 16, 'adj': '不够准确'}]"
0,2315334778583797757,"[{'sentiment': 0, 'abstract': '\n结构<span>安排有不合理</span>之处', 'prop': '安排', 'begin_pos': 5, 'end_pos': 17, 'adj': '不合理'}]"
0,4187818401382158621,"[{'sentiment': 2, 'abstract': '结构<span>安排合理</span>.写作较规范', 'prop': '安排', 'begin_pos': 4, 'end_pos': 12, 'adj': '合理'}, {'sentiment': 2, 'abstract': '<span>语言表达准确</span>合理', 'prop': '语言', 'begin_pos': 0, 'end_pos': 12, 'adj': '准确'}]"
0,1324551964583756637,[]
